week,min_cell_voltage_mean,pack_voltage_mean,current_std,soc_sum,pack_voltage_sum,min_cell_voltage_sum,max_cell_voltage_sum,voltage_diff_mean,capacity
0,3.865726111,348.7739776,8.316259325,245424.0,1388885.0,15393.688,15495.133,0.025118184,133.1013271
1,3.894947971,351.4688673,8.034046481,707812.8,3978656.7,44094.803,44368.938,0.025035323,133.5561102
2,3.875673668,349.7795104,8.872740669,772135.2,4362280.7,48336.14,48654.978,0.025894784,133.5561102
3,3.940193279,355.7548298,8.252967431,687936.4,3658878.1,40527.4,40815.799,0.028283775,133.1013271
4,3.903644662,352.5009915,8.021727327,795920.0,4293942.3,47553.575,47886.262,0.02797031,132.9003458
5,3.880203181,350.3733391,7.345897186,635706.8,3683424.8,40795.371,41077.212,0.027448615,132.9003458
6,3.93544164,355.4437434,0.0,63538.0,338027.0,3742.605,3770.295,0.029116719,132.5857237
7,3.923217221,354.4570007,9.024987828,483266.8,2559033.4,28324.353,28544.283,0.031086655,132.0957739
8,3.907110205,353.0430386,9.434360633,244318.8,1327604.1,14692.007,14822.217,0.034695793,132.0957739
9,3.962204399,358.2055169,6.316382846,305350.4,1588566.8,17577.044,17713.945,0.034758933,132.2010132
10,3.953097589,357.4728785,8.182128928,693678.8,3609168.8,39919.468,40271.186,0.03621717,132.0957739
11,3.899632156,352.3558329,7.494806759,597472.8,3222185.2,35661.679,35987.352,0.036613,132.0957739
12,3.862456115,348.9810959,7.644623472,451539.2,2632634.4,29138.604,29401.216,0.035051738,131.8324703
13,3.884123187,351.0285432,3.831505989,781630.4,4317410.0,47769.376,48194.594,0.035166626,131.2958759
14,3.914972548,353.9206271,6.777530114,507534.0,2807727.2,31061.647,31349.043,0.036760009,131.184846
15,3.902649683,352.8359424,5.756326179,661343.2,3683948.3,40753.105,41138.175,0.037625829,130.4708795
16,3.891330553,351.611152,6.113901672,459962.4,2698361.2,29871.931,30133.495,0.036638546,130.3780695
17,3.915276435,353.7422082,8.125069146,442798.8,2469985.8,27342.763,27586.812,0.035844137,130.2604807
18,3.882892263,350.7982581,6.454744186,592490.0,3480798.2,38532.799,38871.037,0.035214464,130.2604807
19,3.928296655,355.0517979,6.389005288,458584.8,2496715.8,27625.972,27875.889,0.036348714,130.2604807
20,3.85913358,348.552807,6.867340043,659546.8,3888540.8,43053.336,43378.951,0.030280115,130.3780695
21,3.897960245,351.845167,7.503235204,561807.6,3175874.1,35184.164,35471.139,0.031857057,130.1845498
22,3.888246211,351.0315029,7.138529844,634994.8,3640932.5,40331.742,40651.774,0.03124601,130.1845498
23,3.932682003,355.1321628,8.469938289,425198.4,2314615.9,25632.732,25840.052,0.032157494,130.1845498
24,3.890484185,351.3379296,6.674911799,395000.8,2255021.3,24973.243,25165.48,0.031230431,126.9545537
25,3.926769843,354.7746837,6.672452429,384928.8,2110307.7,23359.818,23555.703,0.033426084,126.2538459
26,4.01170927,362.6349062,5.440925254,319286.4,1561218.2,17272.151,17424.993,0.035410912,126.2538459
27,3.990000317,360.6576449,5.566422999,496242.4,2538363.2,28085.796,28324.774,0.034330312,126.3200932
28,3.996645364,361.2500661,2.986482857,381981.6,1973551.7,21836.771,22021.8,0.033566319,126.3200932
29,3.992112079,360.8379302,4.428400003,326976.8,1687273.4,18669.872,18823.896,0.033574096,126.3200932
30,3.888383203,351.269174,6.106643966,362322.0,2026333.9,22426.53,22616.901,0.032943645,126.5327318
31,3.953953035,357.2658035,4.965325653,290482.8,1496932.8,16568.165,16721.265,0.036868271,126.5471985
32,3.900021066,352.2212492,5.341794683,335020.0,1818927.0,20137.312,20306.832,0.032201235,126.5471985
33,3.980242228,359.6418638,4.286994094,348917.6,1804503.3,19972.752,20148.649,0.035150668,126.768865
34,3.950455396,356.8611374,7.241845652,489529.2,2703468.7,29937.271,30154.207,0.031608361,126.6756515
35,3.957716956,357.5607895,3.638528541,361909.2,1937488.9,21447.664,21619.453,0.032074874,126.768865
36,3.899322997,352.2587066,6.341217062,502762.4,2854459.3,31596.502,31870.798,0.033709615,127.1028827
37,3.928936204,354.9197558,5.596265334,396331.6,2132923.5,23610.37,23807.321,0.032581095,127.1028827
38,3.904872965,352.6937278,6.503470001,516394.8,2913092.7,32254.74,32493.319,0.029973318,126.6756515
39,3.944277137,356.4237417,6.464752859,400443.6,2203069.7,24385.14,24577.908,0.033196815,126.6803287
40,3.93518258,355.5284525,5.518123272,273177.6,1413316.0,15642.868,15777.177,0.033595509,126.045545
41,3.921964858,354.284064,5.179787345,353521.6,1888373.2,20903.938,21088.646,0.034454321,125.9908548
42,3.918330141,354.0187741,5.228214389,303387.6,1651710.7,18281.432,18450.869,0.036135514,125.8032912
43,3.923022185,354.3996848,4.282227666,324815.2,1706624.1,18890.979,19046.004,0.032191265,125.5460915
