week,min_cell_voltage_mean,pack_voltage_mean,current_std,soc_sum,pack_voltage_sum,min_cell_voltage_sum,max_cell_voltage_sum,voltage_diff_mean,capacity
0,4.000183765,360.5154475,6.557142009,166369.6,836335,9279.672,9331.94,0.022031117,133.9539758
1,3.88034573,349.6551392,8.404137784,819660,4609999.7,51162.797,51395.537,0.019212374,134.9546662
2,3.94490668,355.5491599,8.963448727,517092.8,2767305.2,30705.556,30873.361,0.022736412,134.9546662
3,3.952242221,356.1719342,8.491819319,713794.4,3812530.7,42306.572,42520.827,0.020168992,134.9546662
4,3.914957375,352.8401776,8.683000813,629994.8,3538568.4,39264.741,39468.954,0.021571198,135.5815522
5,4.028834628,363.16978,1.199881077,487569.6,2323607.1,25777.07,25930.337,0.023674187,134.9546662
6,3.982281557,359.5594172,8.164692163,734692.8,3666203,40610.073,40843.396,0.022991006,135.7748012
7,3.945150289,355.6545144,7.992387331,589290.8,3086456.8,34238.102,34439.515,0.02379635,135.7748012
8,4.000524891,360.6339065,9.358754997,658245.2,3442169.1,38187.358,38383.262,0.021572871,134.8691362
9,3.936346574,354.8655664,8.686009082,741957.6,3980606,44160.433,44390.846,0.02280271,134.3762779
10,3.979147641,358.7608575,8.683460068,808082.4,3996488.4,44328.162,44579.902,0.023172418,133.9478504
11,3.889292448,350.6455098,5.991995049,880606.8,4885849,54197.391,54481.376,0.021774647,133.4693708
12,3.902862192,351.9269318,8.803857199,657107.6,3658943.5,40578.971,40832.695,0.024801833,133.0871202
13,3.895604263,351.3212969,4.17314824,474081.6,2696685.8,29903.283,30106.264,0.026852763,132.4032314
14,3.899864936,351.6943851,6.697325694,481716.8,2773739.7,30758.626,30961.65,0.026053343,132.0864629
15,3.869534153,348.9230654,5.950887663,639627.2,3798165.9,42124.432,42362.163,0.022390491,132.004853
16,3.839481702,346.2062104,5.503441618,546676,3378317,37465.975,37690.506,0.022840766,132.004853
17,3.883189719,350.1866732,3.773306469,562887.2,3417384.5,37899.459,38112.963,0.023070917,131.894332
18,3.926472301,354.1569252,5.955150294,594303.2,3229612.2,35808.124,36028.524,0.024670914,131.3753068
19,3.886449633,350.5309872,7.419936455,602330.8,3568653,39568.401,39823.119,0.025239264,131.3753068
20,3.877760336,349.7194614,7.209430432,604591.2,3510795.6,38928.098,39159.44,0.02327409,130.394741
21,3.917411119,353.4043331,7.37469945,623077.6,3503742.1,38839.61,39109.969,0.027317429,130.394741
22,3.970507821,358.2085361,7.065470456,609486,3227269.6,35774.359,35997.107,0.025343723,131.3777491
23,3.889511321,350.9255809,6.333231401,563865.2,3274747.5,36299.643,36542.695,0.026813974,131.3777491
24,3.850222341,347.3356765,7.848099393,491492.4,3014629.7,33416.45,33642.647,0.025621005,130.394741
25,3.891333436,351.071076,7.007863884,575197.6,3339171.9,37015.059,37231.524,0.023675271,130.3268878
26,3.942731124,355.7738889,5.325160605,535682.8,2909751.4,32249.127,32448.495,0.025328134,130.2297134
27,3.955852016,356.9742454,7.178216711,401845.2,2183016.3,24193.631,24345.858,0.02547973,129.6814888
28,3.947345281,356.2391848,5.920937546,370916.4,2036242.1,22563.895,22719.06,0.027678643,130.2297134
29,3.892340203,351.2163007,7.15606032,307321.2,1791683.3,19856.516,19976.527,0.023829578,128.6852294
30,3.981137456,359.315335,6.133005398,99986.8,493482.2,5467.644,5501.443,0.02467817,128.3253679
31,3.942597593,355.8808047,4.479255126,281624.8,1585607.6,17565.878,17680.915,0.025097139,127.7675171
32,3.917467573,353.765655,7.448000058,182207.6,1027527.4,11379.611,11470.761,0.031962645,127.4699676
33,3.905968412,352.6581735,5.255677081,414568,2221535,24604.609,24760.667,0.025189551,126.6432668
34,3.977037689,359.2824592,6.023344601,505958.8,2586224.6,28631.629,28854.72,0.032246345,126.6432668
35,3.946509157,356.4816557,8.365762167,413828.4,2192024.2,24267.989,24466.761,0.032430969,126.5675279
36,3.977096286,359.2686471,5.435275527,333716.4,1697546.4,18791.97,18937.706,0.030982002,126.232791
37,3.872849932,349.7586578,5.506671048,508875.6,2945738.2,32617.552,32859.517,0.029251034,125.1813589
38,3.918303044,353.9465986,5.734728563,400313.6,2203518.5,24393.183,24592.646,0.031218815,125.1813589
39,3.881568829,350.7078482,4.253967968,284586.8,1624793.3,17982.325,18144.746,0.034820577,125.172774
40,3.926201761,354.7715425,4.794725072,373640,1996440,22094.536,22277.163,0.032443274,124.9126622
41,3.910373996,353.3331253,4.169997673,360185.2,1949633.5,21576.284,21759.943,0.033111769,124.8356958
42,3.932560037,355.3612767,5.161659833,389932.4,2080293.9,23020.797,23224.385,0.034462603,124.8356958
43,3.919666882,354.2337923,4.792542047,431232.4,2305110.3,25507.003,25726.094,0.034008403,124.5634831
44,3.917697012,354.0231733,4.74208807,474183.2,2521461,27902.844,28128.526,0.031705441,124.315815
45,3.924777075,354.7582914,4.659178209,252803.6,1360612.5,15053.62,15190.538,0.035958078,124.0264143
46,3.867857409,349.4703523,2.764391669,465012.4,2647863.5,29306.993,29522.255,0.029981394,124.0264143
47,3.874125798,350.1193157,2.488701595,255884.8,1486815,16451.138,16595.058,0.033820027,123.9140967
48,3.899354245,352.501668,5.075607821,417707.2,2322867.7,25695.911,25934.755,0.036403334,123.9140967
49,3.916419712,354.0588664,4.771708269,386102.8,2097345.6,23200.403,23410.582,0.035386553,123.8632416
50,3.881185829,350.8525529,3.094699558,404236.8,2253747.9,24930.164,25154.406,0.03447246,123.8385354
51,3.898519411,352.3643181,5.149943875,488151.2,2710455.8,29987.889,30237.907,0.032355697,123.7672749
52,3.892550029,351.8250441,4.244789644,411698.4,2271583.9,25130.943,25356.131,0.034459274,123.6681803
53,3.919901393,354.2753969,3.742226857,464116.8,2488518.4,27534.969,27771.052,0.03350734,123.6681803
54,3.951933115,357.1929766,4.968316038,436504,2273354.7,25153.463,25364.89,0.033546676,123.7672749
55,3.889139,351.4878404,3.976455282,502822.8,2824328.9,31251.805,31509.843,0.032565832,123.7672749
