week,min_cell_voltage_mean,pack_voltage_mean,current_std,soc_sum,pack_voltage_sum,min_cell_voltage_sum,max_cell_voltage_sum,voltage_diff_mean,capacity
0,3.808445624,343.2273371,0.625096104,153601.2,1003533.5,11135.444,11187.955,0.017299187,133.0406231
1,3.942006981,355.3235316,9.986943536,377188.8,2051176.8,22757.291,22878.787,0.022025497,133.8766017
2,3.903179252,351.8132559,9.487245093,703929.2,3899107.1,43258.998,43500.067,0.021907037,133.8766017
3,3.924870932,353.7194578,7.614584582,746778.0,4086213.9,45342.228,45552.229,0.018983796,133.6236527
4,3.884767709,350.1422246,9.128338635,635123.2,3611415.0,40068.626,40279.763,0.020822598,134.6701389
5,3.92079195,353.4221716,8.268162223,677493.6,3668735.0,40700.849,40928.219,0.021798271,134.0067002
6,3.944430511,355.5182016,6.602392077,746263.6,4016031.7,44557.768,44780.641,0.019771691,133.6236527
7,3.888782735,350.5337392,6.962444663,530862.4,2956995.7,32805.19,32977.283,0.020508493,133.7433912
8,3.879679972,349.6905117,8.330168628,524106.8,3099652.7,34391.683,34555.597,0.019228866,133.7433912
9,3.907859995,352.2222707,8.999250423,765462.8,4183698.0,46418.676,46646.861,0.019823599,133.5568932
10,3.887719943,350.4308187,8.748252028,578254.0,3416867.4,37908.404,38105.379,0.020454583,132.9604827
11,3.895996576,351.250298,9.179375086,631804.8,3495887.0,38776.345,38996.258,0.022204652,132.9604827
12,3.891479621,350.8162887,10.18071384,688984.0,3874942.0,42983.204,43215.481,0.021045711,132.7393379
13,3.892748603,350.9819341,4.552039287,367562.4,2119665.1,23510.784,23643.936,0.022612359,131.4025673
14,3.851647665,347.2235707,4.466057431,694496.4,4168695.0,46241.544,46487.456,0.020419236,129.0734315
15,3.899487396,351.6527328,4.410271362,446743.6,2478776.8,27488.229,27657.972,0.024465285,129.0371899
16,3.882825506,350.0892267,4.203337628,639893.2,3682165.0,40840.435,41054.957,0.020799651,127.9023301
17,3.900468372,351.7409405,4.918583704,642469.2,3609909.0,40032.071,40264.544,0.022799646,127.9023301
18,3.902531158,351.9597543,5.506466883,471608.8,2679926.9,29715.975,29898.151,0.023896813,127.8567159
19,3.968028527,357.9081822,6.798961117,749274.0,3860790.4,42804.832,43062.361,0.024051137,127.8567159
20,3.934019054,354.7927327,6.862944478,725777.6,4065741.9,45087.219,45329.233,0.022353454,127.3839481
21,3.883280497,350.2384984,4.700346442,636930.4,3705010.7,41081.3,41321.796,0.023066552,127.3839481
22,3.929805617,354.5000839,6.358712342,523568.8,2901304.1,32162.893,32370.192,0.025109657,127.3613799
23,3.917199081,353.3643895,5.617076705,554515.2,3082182.1,34169.374,34372.011,0.023659454,127.1960925
24,3.926390525,354.2273899,6.838004452,604786.0,3337341.6,36998.824,37215.093,0.02469877,126.5029959
25,3.903063229,352.1415495,5.130226798,436092.8,2466018.8,27333.59,27511.618,0.025561403,124.0410663
26,3.953266969,356.7346188,4.840481054,288918.8,1537621.1,17040.205,17157.852,0.027159703,124.0410663
27,3.91284648,352.9593956,6.943728129,358226.8,2059485.2,22833.344,22953.119,0.02117081,124.0410663
28,4.010209759,361.8783618,3.740782669,151310.8,742545.9,8229.166,8275.604,0.022704753,124.0410663
29,4.016571696,362.4992411,4.374900079,264694.4,1300476.6,14410.619,14499.771,0.025082415,124.0805147
30,3.909464263,352.7427081,6.278004642,394561.6,2219596.9,24600.365,24748.347,0.023702041,124.0903255
31,3.875893696,349.7546217,3.79437969,150181.2,913584.0,10125.916,10188.331,0.025099299,124.4175884
32,3.952600595,356.7839793,6.486161867,393587.2,2130893.0,23612.951,23760.798,0.026803184,125.45955
33,3.969243188,358.2951332,5.446755688,457650.4,2404543.8,26640.292,26818.575,0.026600284,125.45955
34,3.937231038,355.3851515,4.987954907,364969.2,1972582.0,21855.614,21996.276,0.025892176,125.45955
35,3.882939703,350.3439511,4.544869165,415684.4,2239126.7,24812.161,24960.217,0.021835785,124.9936391
36,3.962996479,357.7606712,6.539948991,613537.6,3108004.7,34424.432,34668.581,0.027151924,124.2097345
37,3.939106513,355.6216665,5.113659274,511781.6,2723432.2,30169.296,30377.568,0.027730682,123.5656704
38,3.953347191,356.9492411,4.212606728,449248.0,2359113.8,26129.388,26323.824,0.029598944,123.5656704
39,3.972713665,358.7444448,5.620646221,338155.6,1774080.3,19648.788,19790.29,0.029221004,123.4538924
40,3.912714978,353.2424051,5.403644217,594744.4,3726365.4,41299.218,41559.133,0.028656392,123.3870911
41,3.925598456,354.5053036,5.251871448,385647.6,2028732.8,22465.271,22641.631,0.030823856,123.3537729
42,3.897420657,351.8565911,3.102612956,336577.2,1840031.9,20381.108,20528.748,0.028138905,123.3537729
43,3.911691912,353.1890249,5.451246586,386766.0,2079276.4,23027.674,23200.151,0.029188948,123.0149325
44,3.91839883,353.8386751,4.781582257,359018.0,1940763.9,21492.634,21653.061,0.029342469,123.0149325
45,3.920533132,354.0934282,4.982074219,351073.2,1884518.5,20866.186,21028.809,0.030676186,123.0149325
46,3.948487804,356.6820528,4.362848055,342385.2,1764448.6,19533.254,19691.074,0.031869142,123.4084372
47,3.892907215,351.5786947,4.413745368,336740.8,1846746.7,20448.257,20606.536,0.030217612,122.977696
48,3.919868288,354.0743403,5.281535856,299912.8,1602358.3,17738.98,17884.266,0.032021722,123.4084372
49,3.872686459,349.7558048,3.758495913,393783.2,2248945.1,24901.509,25084.648,0.028257874,122.8524104
50,3.91885513,353.9787662,2.542693533,431273.2,2329564.3,25791.022,25972.139,0.027215831,122.9389366
51,3.892066999,351.5710679,4.759765787,385547.6,2218925.3,24565.867,24757.478,0.030479886,122.8524104
52,3.87882505,350.3358838,4.509147201,424722.0,2486558.5,27531.936,27737.692,0.029176282,122.8524104
53,3.883646826,350.8552078,3.577811809,265150.4,1522878.5,16857.934,16991.61,0.031028202,122.8524104
54,3.940252341,355.9585226,5.139726464,420323.6,2142338.1,23714.893,23894.551,0.030247554,122.7906768
55,3.916234916,353.7302503,4.983805629,269899.2,1464403.0,16212.982,16336.179,0.029728411,122.6455463
56,3.903015798,352.4949788,3.904413511,409296.8,2299215.1,25458.456,25644.591,0.028130661,122.6455463
57,3.922795137,354.4090679,5.391507048,411660.4,2206797.3,24426.432,24621.507,0.031167996,122.9447642
58,3.937439062,355.8018506,5.39308981,370849.2,1905512.7,21086.572,21260.151,0.032556706,122.7801859
