week,min_cell_voltage_mean,pack_voltage_mean,current_std,soc_sum,pack_voltage_sum,min_cell_voltage_sum,max_cell_voltage_sum,voltage_diff_mean,capacity
0,3.866654743,348.6621188,8.612096274,459185.2,2773533.2,30761.288,30914.109,0.020500095,133.8816557
1,3.938836243,355.2846065,9.701146034,733399.2,3993149.3,44272.773,44524.686,0.022803826,133.8816557
2,3.923231525,353.9142038,6.279194677,918796.0,5096421.9,56498.712,56807.625,0.021864429,134.2488847
3,3.877345609,349.8073634,9.807018073,745628.4,4174192.8,46265.402,46542.747,0.023373825,133.8816557
4,3.935097139,355.1280867,9.065351758,659841.2,3604208.9,39939.695,40195.626,0.025662193,133.5168568
5,3.93443206,355.1887552,10.18274648,693785.6,3631006.2,40223.956,40486.433,0.026840254,133.4762555
6,3.958779447,357.4305754,9.659358337,551648.8,2864987.4,31731.972,31964.412,0.029218166,133.5168568
7,3.944096653,356.1650545,8.940970725,678184.4,3639547.5,40307.601,40594.149,0.029002932,133.1011099
8,3.944616957,356.2751725,8.03033974,852192.8,4507037.2,49907.953,50249.13,0.029508627,132.4342705
9,3.915628473,353.6922974,7.667217461,740144.4,4116958.5,45586.448,45891.868,0.028033229,132.4342705
10,3.884415553,350.8625874,8.155580525,577818.0,3258616.7,36077.672,36331.074,0.027919013,132.1105096
11,3.82572238,345.6249292,0.0,36262.4,244011.2,2700.96,2726.14,0.035665722,131.4429187
12,3.837487062,346.6444263,6.269463155,422887.2,2636833.3,29191.59,29445.121,0.033478976,131.2110776
13,3.895723059,352.0501056,4.086931929,616150.8,3532032.4,39088.391,39441.178,0.035726835,130.9224548
14,3.906457028,353.0805648,5.784354518,673957.2,3700314.1,40945.193,41281.171,0.033975192,130.5938871
15,3.915426261,353.8734229,6.293166854,605429.6,3386731.8,37476.357,37804.46,0.035120552,129.118687
16,3.930992088,355.3945456,7.216907139,610438.0,3254284.6,35998.402,36336.387,0.037049533,128.8387341
17,3.890676191,351.6399416,6.570161872,524595.2,2981548.3,32992.708,33293.502,0.036124122,128.6293615
18,3.859506214,348.7272331,7.093158573,734263.2,4399961.0,48700.18,49097.27,0.032479349,128.2365956
19,3.905662295,352.9802204,7.729551967,633825.6,3488199.5,38599.024,38941.516,0.034758446,128.2365956
20,3.937522654,355.7495943,7.101034813,447682.4,2402105.1,26587.242,26810.61,0.033040795,128.2365956
21,3.878329396,350.4610588,7.276118393,533631.6,3041885.1,33664.136,33950.413,0.033189501,128.2365956
22,3.930778669,355.3118087,7.167186418,549354.8,2948832.1,32621.65,32926.987,0.036479445,128.0376771
23,3.915021404,353.7923312,6.575518626,552222.8,2980382.2,32976.691,33262.027,0.033008696,127.913628
24,3.932377469,355.4176296,7.802598957,657884.4,3535330.4,39119.09,39468.87,0.035718389,126.4965566
25,3.942588347,356.3107377,6.320205314,577392.4,3075587.3,34038.172,34332.61,0.035507511,126.4965566
26,3.971383493,358.8973318,6.56979144,491682.8,2586346.7,28622.314,28876.335,0.035467205,126.245431
27,3.971311507,358.8296021,6.030271699,246208.0,1297214.9,14356.951,14466.748,0.02970764,126.245431
28,3.938666653,355.9149943,7.330808672,345907.2,1863137.1,20620.614,20759.754,0.027876905,126.563568
29,3.966609832,358.4785224,7.714156317,660491.2,3499134.3,38724.889,38988.65,0.028988077,126.577135
30,3.969445113,358.8196527,5.59768873,417550.0,2143535.9,23713.687,23903.131,0.032134894,126.577135
31,3.961078986,358.0475269,5.603479794,637409.6,3151126.2,34862.51,35120.048,0.031104327,126.577135
32,3.959146307,357.9271419,6.301716934,469580.4,2536922.5,28065.754,28286.256,0.031895812,124.9987729
33,3.935462116,355.7771288,6.697510568,489888.0,2615570.2,28934.898,29158.668,0.031053442,124.9987729
34,4.022178844,363.7353678,6.025516471,186353.6,877072.5,9699.494,9780.047,0.034166423,124.8010717
35,3.981492443,359.9124951,5.521593073,480732.4,2431746.9,26904.976,27125.737,0.034649851,123.7158683
36,3.964115453,358.367772,6.339126562,497374.0,2541752.7,28118.134,28356.731,0.035377614,123.8345349
37,3.972656899,359.1219705,6.402183765,449132.8,2344328.3,25933.856,26165.775,0.034882554,123.7158683
38,3.963119724,358.5518997,5.314700782,206166.8,1039522.3,11489.685,11602.21,0.038450652,122.6156968
39,3.89380669,352.0926501,4.744020439,389498.8,2184377.1,24158.541,24368.305,0.034039759,122.2563691
40,3.924518279,354.8630027,5.247937499,351448.4,1853713.6,20499.583,20697.755,0.037663361,122.6156968
41,3.91007852,353.567156,4.748592161,367743.6,1972767.2,21816.489,22016.959,0.035839495,122.6156968
42,3.884724739,350.985482,4.183735419,396280.4,2306105.8,25524.615,25739.786,0.032637872,122.6156968
43,3.939107242,356.0499895,4.74006515,547762.4,2800618.4,30982.895,31255.988,0.034422329,122.7708136
44,3.886946281,351.3262376,5.126552606,289693.2,1656663.6,18329.735,18506.156,0.038066102,122.7794006
45,3.911578586,353.544623,4.235843063,465842.0,2513303.4,27808.043,28046.68,0.033620592,122.7794006
46,3.892983105,351.8927191,4.255099956,383314.8,2125427.8,23512.776,23735.926,0.036626763,122.6555947
47,3.911043195,353.588079,4.451016618,525925.6,2767479.3,30611.058,30896.129,0.036783658,122.6555947
48,3.944244789,356.6039805,4.606011829,371920.4,1921238.0,21250.412,21454.78,0.037847373,122.6270626
49,3.889404443,351.4848871,3.81455178,325985.2,1817777.9,20114.136,20286.649,0.033417093,122.6270626
50,3.911295722,353.5308706,4.632159108,443994.8,2393185.5,26476.236,26710.305,0.034252291,122.6555947
51,3.949684218,357.0527193,5.50236149,362366.8,1875280.0,20743.88,20939.038,0.03702159,122.5890309
52,3.918401699,354.184951,4.498589379,430213.6,2327229.2,25746.593,25983.248,0.03598736,122.5890309
53,3.874532785,350.1037292,4.501686755,492772.0,2807272.3,31069.945,31302.776,0.030544431,122.5890309
54,3.918971787,354.2646816,4.373390655,440300.8,2378495.0,26312.759,26555.963,0.036414786,122.3496369
55,3.912431089,353.6813493,4.81388544,397244.8,2117472.3,23423.091,23638.264,0.036013136,122.2004435
56,3.905037297,353.030796,5.235293815,304993.6,1697429.2,18776.532,18955.594,0.037295382,121.901614
57,3.899285763,352.5348439,3.891400938,475364.8,2561120.7,28326.673,28581.125,0.034568452,121.7448903
58,3.880505365,350.7648314,4.561463323,395952.4,2284121.6,25269.031,25501.959,0.036049166,121.7448903
59,3.913041023,353.7268009,4.879979879,387432.4,2092640.2,23148.29,23350.825,0.033395525,121.7448903
60,3.938733015,356.0544655,5.438971667,459490.0,2374800.4,26268.541,26510.005,0.035720408,121.7448903
61,3.93020572,355.3210582,4.111192232,380855.6,2030360.8,22460.569,22663.18,0.036325998,121.7143979
62,3.946605409,356.6864629,5.98768885,381456.0,1966436.8,21756.908,21953.891,0.035186543,121.7143979
63,3.872555076,349.9191514,3.193460216,414455.6,2393528.9,26488.363,26719.683,0.033772372,121.7089691
64,3.936928222,355.7625024,5.379482343,338021.6,1838227.8,20343.178,20520.05,0.034982131,121.5252007
65,3.885315714,351.0770923,3.767425458,478770.8,2724499.1,30152.028,30395.263,0.030751171,121.1068865
66,3.896321954,352.1250162,5.339767581,363898.0,2036260.7,22532.572,22721.011,0.033318912,121.5252007
67,3.957892745,357.7715809,6.217836534,378875.2,2097960.7,23216.658,23404.792,0.035868526,121.0678304
68,3.94078772,356.2124167,5.599151114,407820.8,2101255.4,23246.998,23443.64,0.034165402,121.0174792
69,3.953157825,357.3102555,5.708877169,289342.0,1523649.6,16856.984,17009.255,0.035450492,120.7408925
70,3.901740831,352.6251805,4.94370173,284709.2,1557325.6,17230.851,17381.374,0.034099466,118.8908258
71,3.92962906,355.1589192,4.758718158,311110.0,1670172.1,18478.493,18634.037,0.032770333,118.8908258
72,3.908703741,353.3005141,5.223267827,399738.4,2231313.1,24686.951,24897.856,0.032869379,118.8908258
73,3.955790332,357.5938571,5.734960061,352118.8,1816044.2,20089.457,20263.892,0.034213935,119.0833333
