week,min_cell_voltage_mean,pack_voltage_mean,current_std,soc_sum,pack_voltage_sum,min_cell_voltage_sum,max_cell_voltage_sum,voltage_diff_mean,capacity
0,3.952695018,356.6943259,8.003363205,267291.6,1395510.1,15464.531,15567.485,0.026092109,133.7537328
1,3.891527304,351.1288233,10.63192418,598996.8,3371211.9,37365.217,37585.992,0.024041108,134.07197
2,3.901767892,352.0698879,7.822927007,742362.4,4011939.7,44463.685,44715.38,0.023479925,134.5222156
3,3.926596762,354.3704582,7.578657791,777171.2,4152203.4,46010.65,46291.615,0.02452251,134.4705498
4,3.959871153,357.4542508,9.284385407,501152.4,2615003.4,28970.646,29160.592,0.026180809,134.4705498
5,3.972308364,358.5880244,7.604569763,665780.8,3384079.2,37489.788,37731.251,0.02594745,134.52387
6,3.890101204,351.1049889,7.915488557,571659.6,3276302.8,36302.683,36524.56,0.02472111,134.4705498
7,3.987796143,360.0445373,6.890609484,655676.8,3305404.4,36611.872,36860.324,0.027257703,133.908718
8,3.958441568,357.3723208,10.08066937,617932.0,3288521.4,36429.244,36661.966,0.026003258,133.7355033
9,3.970724006,358.5325364,7.825082553,740156.8,3772191.1,41779.239,42070.574,0.028048259,133.7355033
10,3.88529939,350.7479244,7.448181287,541009.6,2963272.2,32823.939,33040.748,0.025790111,132.9036404
11,3.949052266,356.6515046,8.509606461,577549.2,3004503.1,33269.379,33524.052,0.030956009,132.8377389
12,3.944773305,356.2419129,7.940151966,551085.6,3010226.0,33337.086,33570.116,0.028789263,132.3121839
13,3.865941066,349.1432695,3.955133036,463113.6,2692941.5,29820.126,30047.222,0.030425995,131.4086259
14,3.903253855,352.5319785,5.655474289,618181.2,3612813.5,40006.796,40307.821,0.030534433,131.3615611
15,3.907686501,352.9506624,6.984474791,497647.6,2880439.8,31894.344,32143.969,0.031449221,130.7732739
16,3.878626478,350.3027377,5.635614946,607539.2,3468408.0,38400.925,38697.259,0.02993852,130.7732739
17,3.864607084,349.073087,6.864959851,525945.2,3160624.8,34992.625,35278.476,0.031891145,130.5161499
18,3.909523577,353.1516481,4.926328728,701620.0,3885014.7,43013.709,43311.652,0.028599401,130.2716374
19,3.909795112,353.1985527,7.940465467,423346.0,2379665.7,26343.286,26542.218,0.029901773,128.0963336
20,3.896206963,351.9640445,6.535023212,540710.8,3058363.5,33856.466,34107.924,0.029505133,127.5044223
21,3.937898562,355.8023627,6.468053397,310978.0,1658291.3,18354.114,18494.488,0.030333048,126.7366046
22,3.94125981,356.0970569,5.685671632,437643.2,2367117.4,26200.414,26396.265,0.029783848,126.7023808
23,3.871582866,349.7650588,5.641184237,572116.0,3277569.0,36279.227,36536.703,0.0276115,126.6894616
24,3.951293299,357.0852756,4.642554101,508272.0,2687707.8,29742.327,29970.602,0.030287091,126.6894616
25,3.928209698,354.9795817,5.587489673,454568.4,2517642.3,27862.213,28086.32,0.031775874,126.6015391
26,4.008558013,362.2907628,1.218296683,78702.4,377867.9,4180.912,4214.074,0.031820365,126.6015391
27,3.954305358,357.3774519,5.591561267,357893.6,1901856.8,21044.6,21204.883,0.030189002,126.3870046
28,3.962736108,358.2072741,7.054731397,306277.6,1561856.8,17279.525,17412.001,0.03140312,126.0952712
29,3.944987786,356.7243153,6.818361728,237479.2,1198909.4,13258.384,13373.753,0.035040835,125.9051259
30,3.95159392,357.2538817,2.941447965,285303.6,1494806.0,16534.543,16681.918,0.035240346,124.3921351
31,3.932253097,355.4816393,7.195825545,414028.4,2242133.1,24803.53,25011.351,0.033798999,123.8937122
32,3.973751685,359.1948787,4.864281436,410066.0,2098746.6,23219.079,23427.473,0.03558562,123.8937122
33,3.954595841,357.4832804,5.823088291,445561.6,2281695.1,25242.076,25468.108,0.036058504,124.2820633
34,3.929452092,355.2064785,5.269702307,340438.8,1781941.5,19712.573,19887.79,0.034874395,124.3921351
35,3.953814511,357.5090306,4.499210578,278698.4,1422828.0,15735.752,15883.218,0.036944632,124.2820633
36,3.945681879,356.6856947,4.827884658,341194.4,1765585.2,19531.275,19708.535,0.035792854,124.2820633
37,3.923976234,354.7081461,4.614544134,310160.4,1673176.3,18509.853,18673.785,0.034676182,123.9606768
38,3.8797235,350.6683915,3.773865596,413041.2,2359236.9,26102.207,26327.238,0.033575265,123.9335321
39,3.901997,352.7325334,4.605132483,365908.8,2004894.7,22178.0,22369.461,0.033625294,123.5650803
40,3.910132071,353.5349681,4.787404443,380176.8,2056415.6,22743.846,22949.737,0.035328049,123.2901614
41,3.885090569,351.1553779,5.082333513,447333.2,2522265.9,27906.477,28123.41,0.030238017,123.4594655
42,3.918092064,354.2513994,4.957220549,352489.2,1913770.5,21167.849,21349.109,0.033611628,123.4594655
43,3.887593691,351.5058095,5.000237719,295545.2,1661535.4,18376.008,18552.753,0.037513674,123.4594655
44,3.900094404,352.6922855,4.395658326,333453.6,1867130.8,20647.286,20837.88,0.035970732,123.4594655
45,3.907281788,353.3221218,4.42139541,555679.2,2961933.8,32755.494,33029.24,0.032344478,123.4594655
46,3.900316312,352.77674,4.223570216,374774.8,2055225.7,22723.472,22936.926,0.037116251,123.1997165
47,3.900545917,352.6959859,4.216885308,521993.6,2871204.6,31752.96,32029.695,0.033753632,123.1997165
48,3.890482965,351.7075917,4.654834109,385701.6,2100156.0,23229.306,23434.129,0.034090995,123.1175134
49,3.904294396,353.0019017,4.458579566,536849.2,2959522.4,32738.642,33006.15,0.033987101,123.1997165
50,3.882565983,351.0478532,4.516071783,410808.8,2297572.1,25411.737,25639.038,0.036063325,123.316466
51,3.909155285,353.4477024,5.473268828,353184.0,1953701.6,21608.46,21798.007,0.034124062,123.7936201
52,3.887244969,351.2864511,3.715982876,354131.6,2009740.5,22239.46,22432.056,0.033846672,123.8128239
53,3.916044636,353.8744659,4.821682305,537111.2,2901069.5,32106.055,32357.031,0.032005606,123.8128239
54,3.93852631,356.0027854,4.946358079,329539.2,1714917.9,18972.196,19142.164,0.03526943,123.8128239
55,3.888566701,351.4091964,5.208992016,277762.0,1569766.0,17370.02,17527.365,0.034880761,122.4517597
56,3.907246929,353.1760576,4.729147428,307154.0,1753813.9,19404.302,19585.489,0.036571134,122.401346
57,3.931034337,355.3121975,5.296597675,360779.6,1892913.9,20942.956,21120.847,0.033208288,121.7331838
58,3.865337278,349.287546,4.257537719,384078.8,2274918.0,25176.187,25378.647,0.03120934,121.7331838
59,3.896562639,352.1524381,4.849354075,313946.0,1832508.5,20280.934,20429.803,0.030946747,122.401346
60,3.937294443,355.8971144,5.488850027,414293.6,2134813.8,23616.873,23813.128,0.034315717,122.401346
61,3.917572255,354.0929827,5.804362496,379740.8,2083909.1,23055.727,23252.435,0.033293668,122.2366311
62,3.941209675,356.2558485,5.316418153,371297.2,1935694.4,21414.283,21599.048,0.033825844,122.2366311
63,3.918861374,354.3211629,4.347795367,240423.2,1271810.0,14067.455,14192.853,0.03587795,121.6234153
64,3.874108715,350.092724,4.510616348,302868.4,1816945.0,20108.21,20278.397,0.034214457,121.6103921
65,3.923771285,354.6424356,5.787028356,334850.0,1770341.7,19586.438,19750.473,0.032726697,119.4048477
66,3.936191212,355.7925545,5.74439966,471088.4,2489484.9,27542.602,27777.17,0.033616505,119.4048477
67,3.930982387,355.2544311,4.984277043,442746.8,2369069.5,26213.517,26430.255,0.032296661,119.3896123
68,3.912046516,353.5391704,4.231587516,470872.0,2523240.9,27918.959,28121.442,0.028262612,119.1109555
69,3.942401614,356.3584067,5.232661565,340017.6,1836598.0,20318.435,20489.424,0.032756173,119.1038822
70,3.897875307,352.2411917,5.330454576,426001.2,2396055.8,26513.589,26720.206,0.029897497,119.1038822
71,3.914297666,353.7633683,6.300095434,434558.0,2344076.7,25934.592,26145.83,0.031543073,118.721353
72,3.883399907,350.9633367,4.366927957,381636.4,2154911.4,23843.242,24017.367,0.028032512,118.721353
73,3.94649744,356.8678919,5.793690596,256530.4,1334300.2,14755.48,14884.741,0.034478788,118.6221614
74,3.92109239,354.4842816,4.207652431,468300.8,2502977.6,27686.412,27905.544,0.030853802,118.510602
75,3.940428737,356.1388136,5.75973799,234494.8,1245322.1,13778.972,13895.278,0.033551053,118.510602
76,3.887099461,351.1874814,4.062070152,462575.6,2552150.9,28247.093,28441.401,0.026665693,118.2695597
77,3.911949643,353.5877271,5.086761848,336775.2,1820297.8,20139.841,20301.695,0.031186174,117.9051153
78,3.954063779,357.4438881,7.691887578,329927.2009,1738403.995,19231.65391,19400.75791,0.034486981,117.9051153
79,3.86473002,349.2181542,2.970513186,298951.2,1708234.2,18902.607,19049.39,0.029212058,117.9921026
80,3.899882497,352.507621,4.964322286,509592.8003,2754352.298,30470.78697,30731.30597,0.033513273,117.9921026
81,3.946817525,356.7951498,6.180345917,394097.2,2018866.4,22331.976,22519.369,0.032995497,118.2808738
82,3.910882344,353.5463021,4.971262607,461630.4005,2445778.497,27054.61095,27279.44795,0.03308287,118.2808738
83,3.901421025,352.6321147,5.4076198,384957.6012,2111952.295,23365.41491,23568.2049,0.033700113,118.2808738
84,3.909441101,353.3692339,4.25088638,228501.6,1293855.7,14315.393,14437.947,0.033250052,118.4298841
85,3.853203261,348.2286307,5.147041651,287236.8,1710394.0,18924.762,19089.199,0.033308733,118.102932
86,3.948903701,356.9712994,4.782297313,408533.6007,2104844.796,23284.22993,23478.32493,0.032308585,118.0137366
87,3.886996466,351.3449445,5.229079902,434974.8,2425418.4,26833.606,27053.081,0.031823843,117.9302369
88,3.882825133,351.0116104,5.193442464,411583.6,2401660.2,26569.082,26801.084,0.034093717,117.6538617
89,3.885127364,351.2301044,3.416035185,431349.6004,2425829.797,26834.93596,27058.52196,0.033045365,116.6274948
90,3.900137468,352.5998826,4.822854334,360686.0,1999416.0,22116.051,22307.542,0.033542118,116.1537647
91,3.850886877,348.1065185,4.103284225,290537.2,1638659.0,18126.529,18279.012,0.033667789,116.1537647
92,3.839694058,347.072305,4.136272732,368491.2012,2120620.893,23460.54989,23657.73089,0.03144133,116.1537647
93,3.77047918,340.6346018,2.226055396,378794.8009,2459792.494,27226.3569,27410.7429,0.024434448,115.237954
94,3.877077836,350.5062363,2.596714487,444900.8003,2237356.799,24747.86198,24920.45097,0.026018806,115.3675394
95,3.80249452,343.7063311,1.392633098,220703.2,1304462.2,14430.892,14556.816,0.033050442,115.3675394
96,3.837565634,346.9088651,3.082623297,366088.8,2092025.1,23143.128,23350.422,0.034075558,114.7602455
97,3.855651687,348.6924906,1.859704726,199242.4,1068872.4,11818.512,11934.669,0.037599041,114.7602455
98,3.848906766,348.002846,3.093439042,252509.6,1410233.2,15597.805,15746.72,0.036736584,114.908805
99,3.842638814,347.395709,3.973458232,320928.4,1782622.4,19717.74,19899.866,0.035254843,114.908805
100,3.887280399,351.4679281,2.079104058,100144.8,549476.1,6077.395,6133.559,0.034886238,114.908805
101,3.882389115,351.1575513,2.827023169,172830.8004,885725.2983,9792.038967,9886.63397,0.036957366,114.908805
102,3.846778939,347.7117922,3.80992305,278638.4,1581520.5,17496.511,17649.101,0.033308986,115.0952118
103,3.85357091,348.3970307,3.538464272,366119.2,1978155.2,21879.856,22081.934,0.03547867,114.7895682
104,3.875377312,350.3616489,3.287191899,374324.0004,1936197.398,21416.01597,21595.42096,0.032341703,114.6471848
105,3.829587817,346.1396099,1.332743677,409638.4,2367763.3,26196.371,26420.553,0.032107459,114.5306632
106,3.856471059,348.6885626,3.93335774,255711.2,1327729.3,14682.93,14820.212,0.035104789,113.8563657
107,3.870110549,349.8837424,3.565251585,342015.2007,1860922.495,20585.01192,20773.87293,0.035214843,113.6660554
108,3.856656553,348.6261839,3.616022716,360246.8,1949775.3,21570.275,21763.488,0.035501183,113.6375228
109,3.867487584,349.5672231,3.351963863,271578.8004,1487559.997,16457.42395,16607.49395,0.034923912,113.6375228
110,3.884626296,351.2220892,3.649919117,326553.6,1759252.6,19461.568,19636.791,0.036139546,113.5130724
111,3.860775399,349.0293912,2.74484936,297764.8003,1644937.198,18197.22397,18362.07597,0.035442826,113.2342699
112,3.861075112,348.9743822,2.80792206,243908.4,1348084.8,14915.839,15050.74,0.034741353,113.2342675
113,3.830488969,346.1575739,0.005901013,74545.6,414654.1,4588.177,4625.778,0.030239286,112.2074266
