week,min_cell_voltage_mean,pack_voltage_mean,current_std,soc_sum,pack_voltage_sum,min_cell_voltage_sum,max_cell_voltage_sum,voltage_diff_mean,capacity
0,3.865292271,348.2077832,8.121924469,84692.8,513759.5,5703.029,5740.444,0.025541643,134.7659124
1,3.896375063,350.9595801,8.482769987,534158.4,3133133.9,34787.745,34956.881,0.021214279,134.8706921
2,3.94938423,355.7095103,6.75921121,838623.2,4551495.9,50537.232,50747.623,0.01689769,134.8706921
3,3.976837048,358.2435138,8.294017758,478549.6,2425250.7,26922.936,27068.268,0.021717016,136.1570112
4,3.921707808,353.2630364,9.495743818,543933.6,2928646.2,32512.119,32690.972,0.021406834,136.1570112
5,3.971893866,358.43267,9.145873089,729475.2,3850421.7,42689.123,42901.941,0.019661176,135.9608316
6,3.948794037,355.691162,9.262651924,767197.2,4073573.0,45225.526,45444.28,0.01937142,134.6343703
7,3.947252858,355.5582577,8.757044485,582916.8,3183101.2,35339.924,35514.064,0.020384018,134.6343703
8,3.932104914,354.1783175,8.02033737,740403.6,4050435.2,44969.722,45189.821,0.019338559,134.3928063
9,3.970484448,357.6376875,7.34513678,656621.2,3430983.1,38093.053,38272.363,0.019428107,133.867857
10,3.925026699,353.5332694,8.922559688,664533.2,3619158.5,40181.784,40375.275,0.019335768,133.7680582
11,3.939900277,354.9323994,9.855850559,612492.8,3229222.0,35846.495,36047.823,0.022392712,133.6642547
12,3.905458117,351.7939969,6.624462675,530134.8,2982128.4,33107.719,33272.485,0.019674325,132.7102914
13,3.819696068,344.0114787,2.784435157,517894.4,3363172.1,37343.275,37529.773,0.019061896,131.6317855
14,3.887408101,350.1738746,6.331083177,521152.8,3141445.1,34877.188,35056.946,0.020744904,131.5120971
15,3.86631925,348.2831571,5.888401603,490399.2,3000588.5,33311.234,33499.727,0.022352128,131.3232299
16,3.929548641,354.0136053,6.713096412,559761.6,3170374.1,35193.486,35391.665,0.022042346,131.2210766
17,3.880221102,349.5396395,7.165623974,600388.4,3500746.1,38862.314,39070.746,0.02143179,131.1386437
18,3.845432252,346.3679523,4.660654162,610050.4,3767127.0,41824.147,42024.411,0.018850566,130.8517552
19,3.898517205,351.1959053,7.503550838,666829.6,3778913.5,41949.191,42173.082,0.020670968,130.8517552
20,3.967082253,357.4408155,6.984509537,543050.0,2834527.3,31460.02,31645.728,0.023353004,130.7671491
21,3.932084121,354.2758704,7.074226877,633845.6,3522301.8,39096.119,39314.176,0.022319424,130.7671491
22,3.930448123,354.1337197,7.071632323,538624.4,3031713.0,33650.69,33840.938,0.023006202,130.6362108
23,3.922276012,353.3800648,6.076545145,581856.4,3443342.4,38221.524,38431.569,0.021719347,130.6335879
24,3.928511459,353.9803419,6.951631235,477212.8,2691286.9,29869.22,30051.302,0.023568186,130.6271082
25,3.946509045,355.6138949,4.857358554,537780.0,2915693.1,32358.601,32547.583,0.023350475,130.161561
26,3.942394826,355.2573403,7.772834976,122524.8,654616.8,7264.637,7307.464,0.023629414,130.0317451
27,3.926238424,353.9046995,1.407701979,91847.6,516639.7,5731.64,5769.108,0.025658718,127.1285967
28,3.97147667,358.0240417,5.267469835,388835.6,2001808.9,22206.012,22339.282,0.025247779,127.1285967
29,3.941795346,355.1845077,5.016722367,419276.0,2281581.4,25321.814,25470.757,0.024076396,126.9225377
30,3.935924461,354.6350534,5.585768039,427558.4,2262198.6,25107.741,25262.284,0.024369879,126.9225377
31,4.021558023,362.451641,4.604217175,531960.8,2643743.6,29333.424,29515.078,0.0246498,126.9225377
32,3.98148334,358.7582858,4.813562139,251699.2,1292683.2,14346.515,14437.819,0.025279636,126.6713432
33,3.891995862,350.6345556,7.076481307,399864.4,2209535.3,24523.063,24665.378,0.022544583,126.6713432
34,3.927356013,353.8460633,5.584206338,388116.0,2262264.7,25111.607,25260.477,0.023451879,126.7615533
35,3.916682445,352.9095534,5.10764545,307244.8,1655063.5,18368.152,18489.311,0.025785553,126.7615533
36,3.906979063,352.0841342,4.951019335,266142.4,1493352.0,16571.445,16695.625,0.029252342,126.7615533
37,3.885536096,350.1368633,4.754671739,216616.8,1257563.7,13955.674,14050.948,0.026607607,126.7615533
38,3.88967779,350.5153206,4.279839809,194351.6,1113625.1,12357.724,12443.655,0.027018893,126.6668831
39,3.930379861,354.2642351,5.547122181,419976.0,2249567.5,24957.497,25125.866,0.026454656,126.6668831
40,3.878077463,349.5087771,3.926264277,327561.6,1858678.4,20623.034,20760.941,0.025807835,126.602402
41,3.897835079,351.2598468,4.548107926,339684.4,1855413.0,20587.971,20729.794,0.026734913,126.602402
42,3.911938516,352.5354008,5.113432981,405587.6,2255427.6,25028.085,25188.282,0.024629073,125.494697
43,3.882871675,349.9042082,3.728004531,477674.0,2746497.9,30477.611,30691.56,0.027072986,125.494697
44,3.932684032,354.4791013,4.802219647,295136.4,1566574.2,17380.202,17506.637,0.028537933,125.494697
45,3.922156515,353.5640816,4.862453354,418376.4,2295057.1,25460.323,25652.513,0.029653548,125.1912023
46,3.952087412,356.2897962,4.39685303,434462.8,2208409.6,24496.194,24671.264,0.028346563,125.1912023
47,3.902548526,351.768331,4.256259527,460065.6,2654706.2,29453.019,29678.683,0.030097906,125.1912023
48,3.928061038,354.1019722,5.161594695,419577.2,2206510.7,24476.819,24661.838,0.029704658,124.9807122
49,3.891855948,350.7476753,4.597472985,385620.8,2166745.2,24041.604,24197.875,0.025437581,124.9349127
50,3.922156377,353.5337632,4.674613534,387215.2,2106055.1,23366.257,23512.23,0.025802341,124.9349127
51,3.909868897,352.4132508,4.370592731,512138.4,2836486.5,31469.951,31661.529,0.023129777,124.8884399
52,3.91345466,352.7756963,4.294576387,459548.8,2536041.6,28133.296,28305.336,0.023547841,124.8993219
53,3.895789362,351.2013113,4.003852057,322057.2,1814811.3,20130.826,20273.753,0.027745405,124.8884399
54,3.924540235,353.8189392,5.582652831,419099.6,2317522.5,25706.761,25886.61,0.027514572,124.8884399
55,3.9249404,353.7919935,5.079292696,413239.6,2286480.7,25366.588,25521.919,0.024150917,123.6974601
56,3.926609441,353.9600599,4.443544775,426706.8,2325130.1,25795.159,25951.821,0.02385533,123.0124113
