week,min_cell_voltage_mean,pack_voltage_mean,current_std,soc_sum,pack_voltage_sum,min_cell_voltage_sum,max_cell_voltage_sum,voltage_diff_mean,capacity
0,3.860054933,348.398571,10.41875987,248296.8,1507511.0,16704.45,16803.841,0.024772894,132.8826735
1,3.922001369,354.1146794,8.43319671,466374.8,2507124.1,27769.506,27958.968,0.027615251,133.6498332
2,3.940403852,355.8055671,8.385398489,780659.6,4149632.5,45958.659,46260.915,0.026695276,133.6498332
3,3.936017472,355.4537712,8.265246537,806404.8,4376144.8,48461.879,48792.809,0.027515867,133.5721645
4,3.917710916,353.8586848,7.420127073,592404.8,3197379.4,35401.003,35654.18,0.028656042,133.6863336
5,3.964382858,358.1723011,10.15513321,574065.6,2958417.9,32748.473,32980.997,0.029028918,133.6863336
6,3.963528583,358.1243447,8.103581174,551254.0,2874009.0,31809.679,32047.506,0.029983837,133.5721645
7,3.964756121,358.2987625,7.281664825,711592.4,3581465.4,39632.096,39936.367,0.030648812,133.5721645
8,3.882053281,350.7406364,8.523066929,607017.2,3506815.3,38816.324,39099.256,0.028733263,132.4913114
9,3.897560641,352.164664,8.587021109,671206.4,3773354.3,41763.536,42070.685,0.028853909,132.4913114
10,3.877933225,350.4168871,7.757859377,738539.2,4289912.1,47477.734,47838.884,0.029929298,132.1690162
11,3.929704408,355.2102794,8.812127893,733381.2,3888205.7,43017.712,43351.828,0.031692931,132.1690162
12,3.902245147,352.7148512,6.582094878,546568.4,3220470.4,35635.727,35914.938,0.031380049,131.9386428
13,3.869700321,349.7613248,3.982581653,729056.4,4297188.5,47548.69,47904.259,0.030457231,131.2186739
14,3.896159005,352.2171353,7.268966054,534919.6,3106805.7,34370.44,34677.225,0.035289797,131.0891861
15,3.864489428,349.3083173,7.354048498,496820.4,2847104.2,31497.277,31759.125,0.032740025,131.0402643
16,3.889888549,351.5626677,6.131441105,602628.8,3485836.9,38572.14,38883.317,0.032033538,130.5089515
17,3.881505762,350.7860206,7.439925793,538337.2,3225177.9,35690.529,35986.689,0.032936703,130.3529856
18,3.874609565,350.190516,7.74536258,578422.8,3442499.4,38092.87,38404.449,0.032666556,130.3073424
19,3.91444128,353.8493788,7.971234159,638465.6,3533557.5,39092.292,39437.766,0.035187325,130.3073424
20,3.900335649,352.5102582,6.601763355,615795.2,3444264.8,38109.938,38432.22,0.033590565,130.3073424
21,3.869814371,349.7256122,5.401260779,690718.0,3984712.9,44093.062,44450.401,0.032024224,130.0573348
22,3.909036471,353.3436321,7.124605105,584150.8,3258033.5,36045.431,36355.903,0.033749945,129.8583299
23,3.909917267,353.3980228,7.008368543,1065247.2,5815378.9,64332.619,64887.421,0.033664427,129.8583299
24,3.874854805,350.2141751,7.542003199,698894.0,3968997.7,43913.717,44277.227,0.032928784,129.8583299
25,3.88554829,351.2340856,7.353740791,575378.0,3439834.4,38060.42,38384.949,0.035716369,129.6343138
26,3.941332171,356.3299477,5.213569753,198898.0,1068977.3,11824.702,11929.513,0.03533747,129.0425171
27,3.892377663,351.8345497,1.169618845,117020.8,687348.6,7604.454,7667.617,0.032343087,128.4913745
28,3.96563139,358.6283588,2.828969766,321421.6,1672466.7,18494.095,18665.824,0.036917341,128.4913745
29,3.941837483,356.4261535,6.843911099,256356.4,1392753.9,15404.16,15543.823,0.036475307,128.2084303
30,3.970397321,359.095575,5.248977825,355934.0,1829643.6,20231.118,20426.668,0.038682726,128.2084303
31,3.988844141,360.7591319,6.094322232,340132.8,1723219.3,19054.772,19230.196,0.036873135,128.2084303
32,3.962731883,358.3504369,6.712508394,401999.2,2093535.0,23153.221,23362.115,0.036743336,127.8893535
33,3.950652017,357.2070414,7.730504232,353621.6,1885203.9,20852.247,21042.707,0.037102283,127.5780108
34,3.946372252,356.8925889,5.800217215,340826.4,1782848.8,19715.393,19908.537,0.039225933,127.2412046
35,3.976052541,359.5654409,5.3468329,470608.8,2387620.4,26403.059,26647.356,0.037095154,125.415804
36,3.931727473,355.4704364,6.093706591,436965.2,2401714.5,26565.46,26807.039,0.035519671,125.3921668
37,3.979734935,359.8574756,5.099223183,498680.8,2605279.0,28815.111,29082.293,0.037006728,125.3921668
38,3.970427322,359.0479695,6.408750648,392875.2,2057396.2,22754.233,22957.794,0.035522766,125.3921668
39,3.912558582,353.7592411,6.449423474,333180.4,1829801.5,20237.439,20438.51,0.038929001,124.7940298
40,3.905033717,353.0671522,6.036458217,306401.6,1662195.9,18383.004,18558.42,0.037059866,124.7940298
41,3.904506169,353.0942593,5.323226763,269417.6,1495603.0,16538.501,16708.057,0.039845605,124.274474
42,3.887770884,351.5327866,4.293338487,391819.6,2214277.4,24487.474,24724.925,0.037354292,123.7165774
43,3.915898297,354.1334733,3.012160635,422682.8,2257369.9,24960.98,25190.904,0.036075306,123.6506373
44,3.886280481,351.3939899,4.18161393,502558.4,2736210.1,30260.275,30513.162,0.032377433,123.3516739
45,3.914119329,353.9127454,4.27875804,422126.0,2285571.5,25277.779,25499.603,0.034116881,123.6506373
46,3.908033197,353.3735988,3.532357253,352932.8,1948579.1,21550.197,21739.88,0.034348845,123.285909
47,3.924875656,354.9340141,4.39233839,374963.6,1973663.3,21824.761,22029.563,0.036860477,123.285909
48,3.91592058,354.0896894,3.2056606,306614.4,1669945.5,18468.429,18636.863,0.035568464,123.05031
49,3.885890319,351.3341405,3.669979926,316740.4,1846398.3,20422.221,20608.524,0.034831743,123.05031
50,3.899603309,352.6444595,4.688412546,333809.2,1873699.3,20720.105,20926.764,0.038829811,123.05031
51,3.929511633,355.3490219,4.128847572,488554.0,2583017.2,28563.371,28819.155,0.034942211,123.0825081
52,3.903233649,352.9289761,3.666776125,457674.4,2504956.3,27702.062,27951.847,0.034346737,123.0825081
53,3.896369907,352.3803685,5.074693535,381559.6,2121234.4,23455.657,23676.506,0.037490882,123.0825081
54,3.903914226,353.064,3.330890304,457664.4,2457363.0,27171.13,27415.934,0.035086801,122.8338813
55,3.898566054,352.5615311,4.133887015,481350.0,2646274.2,29260.089,29532.026,0.035853242,121.3925532
56,3.892062954,351.9629057,3.621563798,453498.8,2514867.1,27811.76,28065.784,0.037287179,120.3957262
57,3.9047055,353.010733,5.428440213,357916.8,1959272.3,21670.509,21882.918,0.037900886,120.3957262
58,3.903321205,352.9344371,5.435737857,382550.0,2118183.4,23426.871,23654.531,0.038203303,120.3957262
59,3.926097124,355.027135,4.934298379,364567.2,1942395.2,21479.979,21693.097,0.038699956,120.3957262
60,3.909348423,353.483896,4.751766082,412339.6,2285175.9,25272.643,25520.312,0.037817334,120.3574491
61,3.859857902,348.8761177,4.467764446,404190.0,2367356.2,26191.362,26434.059,0.035937315,120.4581641
62,3.918215808,354.2594463,5.527418479,354479.6,1928092.3,21325.079,21542.197,0.03971922,119.9281887
63,3.943541141,356.6067238,4.976817379,428387.2,2224300.3,24598.519,24839.547,0.039067095,119.6868732
64,3.913502587,353.8958443,4.753353698,363894.0,1966490.8,21745.679,21966.164,0.039414357,119.3377104
65,3.888848313,351.5437598,4.174152525,339172.0,1875134.0,20742.149,20919.765,0.03308503,119.0152529
66,3.817175033,345.0503448,0.000121139,19543.6,131490.1,1454.741,1469.821,0.039844302,119.0152529
67,3.92248013,354.7881183,5.347540237,288447.6,1533538.5,16954.897,17123.022,0.039132887,119.0152529
68,3.917890422,354.3427656,5.510362312,379153.2,2088883.2,23097.884,23325.148,0.038679428,119.1244063
69,3.90239416,352.907503,5.779625242,416819.2,2272056.6,25123.372,25360.466,0.036221453,119.6649816
70,3.917611232,354.2977595,5.061735505,422024.0,2213170.9,24473.223,24700.743,0.038352228,120.0232067
71,3.939522158,356.2081065,6.006434193,308630.4,1675208.5,18526.712,18708.959,0.038244574,120.0232067
72,3.943753807,356.6475139,5.127190589,414417.6,2194113.1,24262.83,24504.166,0.03895989,119.6649816
73,3.913029893,353.8070391,5.195137255,371092.8,1999887.8,22117.681,22325.766,0.036896456,117.6315651
74,3.922560105,354.687226,4.78957423,320946.4,1687500.6,18661.219,18840.526,0.03737982,117.6315651
75,3.927427751,355.1532829,5.05774328,324043.2,1707133.0,18877.374,19062.986,0.038020091,117.6315651
